district,crop_name,season_type,season_year,target_hectares,committed_hectares,source
Badulla,Tomato,Yala,2015,190.7,200.4,synthetic_proxy
Batticaloa,Tomato,Yala,2015,35.7,35.2,synthetic_proxy
Colombo,Tomato,Yala,2015,177.4,163.6,synthetic_proxy
Galle,Tomato,Yala,2015,42.3,38.9,synthetic_proxy
Gampaha,Tomato,Yala,2015,71.0,65.0,synthetic_proxy
Hambantota,Tomato,Yala,2015,142.9,127.8,synthetic_proxy
Jaffna,Tomato,Yala,2015,57.9,73.7,synthetic_proxy
Kalutara,Tomato,Yala,2015,42.5,44.0,synthetic_proxy
Kandy,Tomato,Yala,2015,89.2,98.7,synthetic_proxy
Kegalle,Tomato,Yala,2015,45.9,43.2,synthetic_proxy
Kilinochchi,Tomato,Yala,2015,33.4,32.7,synthetic_proxy
Kurunegala,Tomato,Yala,2015,160.2,146.4,synthetic_proxy
Mannar,Tomato,Yala,2015,40.0,27.3,synthetic_proxy
Matale,Tomato,Yala,2015,105.7,88.2,synthetic_proxy
Matara,Tomato,Yala,2015,75.7,59.2,synthetic_proxy
Monaragala,Tomato,Yala,2015,73.0,53.3,synthetic_proxy
Mullaitivu,Tomato,Yala,2015,33.7,28.9,synthetic_proxy
Nuwara Eliya,Tomato,Yala,2015,121.7,141.0,synthetic_proxy
Polonnaruwa,Tomato,Yala,2015,41.2,41.0,synthetic_proxy
Puttalam,Tomato,Yala,2015,58.8,67.9,synthetic_proxy
Ratnapura,Tomato,Yala,2015,111.9,117.4,synthetic_proxy
Trincomalee,Tomato,Yala,2015,34.5,37.7,synthetic_proxy
Vavuniya,Tomato,Yala,2015,38.2,34.1,synthetic_proxy
Ampara,Tomato,Maha,2016,74.9,79.6,synthetic_proxy
Anuradhapura,Tomato,Maha,2016,69.4,75.5,synthetic_proxy
Badulla,Tomato,Maha,2016,176.5,164.3,synthetic_proxy
Batticaloa,Tomato,Maha,2016,33.0,35.2,synthetic_proxy
Colombo,Tomato,Maha,2016,164.2,175.3,synthetic_proxy
Galle,Tomato,Maha,2016,39.1,36.5,synthetic_proxy
Gampaha,Tomato,Maha,2016,65.7,56.9,synthetic_proxy
Hambantota,Tomato,Maha,2016,132.2,113.4,synthetic_proxy
Jaffna,Tomato,Maha,2016,53.6,54.1,synthetic_proxy
Kalutara,Tomato,Maha,2016,39.3,40.9,synthetic_proxy
Kandy,Tomato,Maha,2016,82.5,74.7,synthetic_proxy
Kegalle,Tomato,Maha,2016,42.5,42.6,synthetic_proxy
Kilinochchi,Tomato,Maha,2016,30.9,33.0,synthetic_proxy
Kurunegala,Tomato,Maha,2016,148.2,159.2,synthetic_proxy
Mannar,Tomato,Maha,2016,37.0,43.9,synthetic_proxy
Matale,Tomato,Maha,2016,97.8,112.8,synthetic_proxy
Matara,Tomato,Maha,2016,70.0,61.6,synthetic_proxy
Monaragala,Tomato,Maha,2016,67.5,81.2,synthetic_proxy
Mullaitivu,Tomato,Maha,2016,31.2,29.2,synthetic_proxy
Nuwara Eliya,Tomato,Maha,2016,112.6,126.7,synthetic_proxy
Polonnaruwa,Tomato,Maha,2016,38.1,38.4,synthetic_proxy
Puttalam,Tomato,Maha,2016,54.4,51.7,synthetic_proxy
Ratnapura,Tomato,Maha,2016,103.5,81.0,synthetic_proxy
Trincomalee,Tomato,Maha,2016,31.9,31.3,synthetic_proxy
Vavuniya,Tomato,Maha,2016,35.3,28.7,synthetic_proxy
Ampara,Tomato,Yala,2016,74.3,83.0,synthetic_proxy
Anuradhapura,Tomato,Yala,2016,68.9,81.5,synthetic_proxy
Badulla,Tomato,Yala,2016,175.2,158.5,synthetic_proxy
Batticaloa,Tomato,Yala,2016,32.8,34.0,synthetic_proxy
Colombo,Tomato,Yala,2016,163.0,148.8,synthetic_proxy
Galle,Tomato,Yala,2016,38.8,35.9,synthetic_proxy
Gampaha,Tomato,Yala,2016,65.3,71.3,synthetic_proxy
Hambantota,Tomato,Yala,2016,131.3,130.7,synthetic_proxy
Jaffna,Tomato,Yala,2016,53.2,64.3,synthetic_proxy
Kalutara,Tomato,Yala,2016,39.0,36.8,synthetic_proxy
Kandy,Tomato,Yala,2016,81.9,91.8,synthetic_proxy
Kegalle,Tomato,Yala,2016,42.2,42.7,synthetic_proxy
Kilinochchi,Tomato,Yala,2016,30.7,33.6,synthetic_proxy
Kurunegala,Tomato,Yala,2016,147.1,139.3,synthetic_proxy
Mannar,Tomato,Yala,2016,36.8,36.6,synthetic_proxy
Matale,Tomato,Yala,2016,97.1,95.8,synthetic_proxy
Matara,Tomato,Yala,2016,69.5,62.6,synthetic_proxy
Monaragala,Tomato,Yala,2016,67.1,72.4,synthetic_proxy
Mullaitivu,Tomato,Yala,2016,31.0,33.4,synthetic_proxy
Nuwara Eliya,Tomato,Yala,2016,111.8,119.7,synthetic_proxy
Polonnaruwa,Tomato,Yala,2016,37.8,44.8,synthetic_proxy
Puttalam,Tomato,Yala,2016,54.0,63.4,synthetic_proxy
Ratnapura,Tomato,Yala,2016,102.8,98.1,synthetic_proxy
Trincomalee,Tomato,Yala,2016,31.7,33.1,synthetic_proxy
Vavuniya,Tomato,Yala,2016,35.1,32.5,synthetic_proxy
Ampara,Tomato,Maha,2017,90.9,91.2,synthetic_proxy
Anuradhapura,Tomato,Maha,2017,84.3,78.2,synthetic_proxy
Badulla,Tomato,Maha,2017,214.3,255.9,synthetic_proxy
Batticaloa,Tomato,Maha,2017,40.1,41.8,synthetic_proxy
Colombo,Tomato,Maha,2017,199.3,194.1,synthetic_proxy
Galle,Tomato,Maha,2017,47.5,54.3,synthetic_proxy
Gampaha,Tomato,Maha,2017,79.8,59.0,synthetic_proxy
Hambantota,Tomato,Maha,2017,160.5,121.7,synthetic_proxy
Jaffna,Tomato,Maha,2017,65.0,71.2,synthetic_proxy
Kalutara,Tomato,Maha,2017,47.7,48.1,synthetic_proxy
Kandy,Tomato,Maha,2017,100.2,103.2,synthetic_proxy
Kegalle,Tomato,Maha,2017,51.6,43.4,synthetic_proxy
Kilinochchi,Tomato,Maha,2017,37.5,37.4,synthetic_proxy
Kurunegala,Tomato,Maha,2017,179.9,223.2,synthetic_proxy
Mannar,Tomato,Maha,2017,45.0,49.4,synthetic_proxy
Matale,Tomato,Maha,2017,118.7,121.1,synthetic_proxy
Matara,Tomato,Maha,2017,85.0,80.5,synthetic_proxy
Monaragala,Tomato,Maha,2017,82.0,78.1,synthetic_proxy
Mullaitivu,Tomato,Maha,2017,37.9,28.2,synthetic_proxy
Nuwara Eliya,Tomato,Maha,2017,136.7,140.9,synthetic_proxy
Polonnaruwa,Tomato,Maha,2017,46.3,51.0,synthetic_proxy
Puttalam,Tomato,Maha,2017,66.0,53.5,synthetic_proxy
Ratnapura,Tomato,Maha,2017,125.7,115.7,synthetic_proxy
Trincomalee,Tomato,Maha,2017,38.8,33.4,synthetic_proxy
Vavuniya,Tomato,Maha,2017,42.9,37.9,synthetic_proxy
Ampara,Tomato,Yala,2017,82.4,83.0,synthetic_proxy
Anuradhapura,Tomato,Yala,2017,76.4,57.3,synthetic_proxy
Badulla,Tomato,Yala,2017,194.3,208.7,synthetic_proxy
Batticaloa,Tomato,Yala,2017,36.3,39.6,synthetic_proxy
Colombo,Tomato,Yala,2017,180.8,175.3,synthetic_proxy
Galle,Tomato,Yala,2017,43.1,30.2,synthetic_proxy
Gampaha,Tomato,Yala,2017,72.4,63.7,synthetic_proxy
Hambantota,Tomato,Yala,2017,145.6,167.1,synthetic_proxy
Jaffna,Tomato,Yala,2017,59.0,39.3,synthetic_proxy
Kalutara,Tomato,Yala,2017,43.3,41.5,synthetic_proxy
Kandy,Tomato,Yala,2017,90.9,78.0,synthetic_proxy
Kegalle,Tomato,Yala,2017,46.8,51.3,synthetic_proxy
Kilinochchi,Tomato,Yala,2017,34.0,31.3,synthetic_proxy
Kurunegala,Tomato,Yala,2017,163.2,171.1,synthetic_proxy
Mannar,Tomato,Yala,2017,40.8,43.5,synthetic_proxy
Matale,Tomato,Yala,2017,107.7,131.4,synthetic_proxy
Matara,Tomato,Yala,2017,77.1,75.2,synthetic_proxy
Monaragala,Tomato,Yala,2017,74.4,77.7,synthetic_proxy
Mullaitivu,Tomato,Yala,2017,34.3,28.2,synthetic_proxy
Nuwara Eliya,Tomato,Yala,2017,124.0,141.7,synthetic_proxy
Polonnaruwa,Tomato,Yala,2017,42.0,38.1,synthetic_proxy
Puttalam,Tomato,Yala,2017,59.9,55.8,synthetic_proxy
Ratnapura,Tomato,Yala,2017,114.0,113.7,synthetic_proxy
Trincomalee,Tomato,Yala,2017,35.2,28.6,synthetic_proxy
Vavuniya,Tomato,Yala,2017,38.9,40.0,synthetic_proxy
Ampara,Tomato,Maha,2018,91.5,102.1,synthetic_proxy
Anuradhapura,Tomato,Maha,2018,84.9,87.8,synthetic_proxy
Badulla,Tomato,Maha,2018,215.7,174.6,synthetic_proxy
Batticaloa,Tomato,Maha,2018,40.3,39.7,synthetic_proxy
Colombo,Tomato,Maha,2018,200.7,218.5,synthetic_proxy
Galle,Tomato,Maha,2018,47.8,37.0,synthetic_proxy
Gampaha,Tomato,Maha,2018,80.3,70.0,synthetic_proxy
Hambantota,Tomato,Maha,2018,161.6,178.6,synthetic_proxy
Jaffna,Tomato,Maha,2018,65.5,67.6,synthetic_proxy
Kalutara,Tomato,Maha,2018,48.1,50.4,synthetic_proxy
Kandy,Tomato,Maha,2018,100.9,123.4,synthetic_proxy
Kegalle,Tomato,Maha,2018,51.9,54.8,synthetic_proxy
Kilinochchi,Tomato,Maha,2018,37.8,40.8,synthetic_proxy
Kurunegala,Tomato,Maha,2018,181.1,240.0,synthetic_proxy
Mannar,Tomato,Maha,2018,45.3,44.1,synthetic_proxy
Matale,Tomato,Maha,2018,119.5,108.1,synthetic_proxy
Matara,Tomato,Maha,2018,85.6,90.0,synthetic_proxy
Monaragala,Tomato,Maha,2018,82.6,86.9,synthetic_proxy
Mullaitivu,Tomato,Maha,2018,38.1,35.7,synthetic_proxy
Nuwara Eliya,Tomato,Maha,2018,137.6,120.5,synthetic_proxy
Polonnaruwa,Tomato,Maha,2018,46.6,59.5,synthetic_proxy
Puttalam,Tomato,Maha,2018,66.5,69.1,synthetic_proxy
Ratnapura,Tomato,Maha,2018,126.5,115.4,synthetic_proxy
Trincomalee,Tomato,Maha,2018,39.0,43.3,synthetic_proxy
Vavuniya,Tomato,Maha,2018,43.2,42.6,synthetic_proxy
Ampara,Tomato,Yala,2018,92.6,89.8,synthetic_proxy
Anuradhapura,Tomato,Yala,2018,85.9,91.7,synthetic_proxy
Badulla,Tomato,Yala,2018,218.4,184.5,synthetic_proxy
Batticaloa,Tomato,Yala,2018,40.8,42.6,synthetic_proxy
Colombo,Tomato,Yala,2018,203.2,249.8,synthetic_proxy
Galle,Tomato,Yala,2018,48.4,51.1,synthetic_proxy
Gampaha,Tomato,Yala,2018,81.3,77.7,synthetic_proxy
Hambantota,Tomato,Yala,2018,163.6,153.6,synthetic_proxy
Jaffna,Tomato,Yala,2018,66.3,63.0,synthetic_proxy
Kalutara,Tomato,Yala,2018,48.6,47.2,synthetic_proxy
Kandy,Tomato,Yala,2018,102.1,97.5,synthetic_proxy
Kegalle,Tomato,Yala,2018,52.6,58.3,synthetic_proxy
Kilinochchi,Tomato,Yala,2018,38.3,30.3,synthetic_proxy
Kurunegala,Tomato,Yala,2018,183.4,202.3,synthetic_proxy
Mannar,Tomato,Yala,2018,45.8,43.7,synthetic_proxy
Matale,Tomato,Yala,2018,121.0,126.5,synthetic_proxy
Matara,Tomato,Yala,2018,86.7,74.9,synthetic_proxy
Monaragala,Tomato,Yala,2018,83.6,96.9,synthetic_proxy
Mullaitivu,Tomato,Yala,2018,38.6,44.4,synthetic_proxy
Nuwara Eliya,Tomato,Yala,2018,139.3,155.3,synthetic_proxy
Polonnaruwa,Tomato,Yala,2018,47.2,38.6,synthetic_proxy
Puttalam,Tomato,Yala,2018,67.3,74.0,synthetic_proxy
Ratnapura,Tomato,Yala,2018,128.1,134.3,synthetic_proxy
Trincomalee,Tomato,Yala,2018,39.5,31.9,synthetic_proxy
Vavuniya,Tomato,Yala,2018,43.7,43.6,synthetic_proxy
Ampara,Tomato,Maha,2019,87.3,91.1,synthetic_proxy
Anuradhapura,Tomato,Maha,2019,80.9,86.3,synthetic_proxy
Badulla,Tomato,Maha,2019,205.7,210.1,synthetic_proxy
Batticaloa,Tomato,Maha,2019,38.5,39.8,synthetic_proxy
Colombo,Tomato,Maha,2019,191.4,225.2,synthetic_proxy
Galle,Tomato,Maha,2019,45.6,52.3,synthetic_proxy
Gampaha,Tomato,Maha,2019,76.6,50.3,synthetic_proxy
Hambantota,Tomato,Maha,2019,154.1,148.2,synthetic_proxy
Jaffna,Tomato,Maha,2019,62.4,61.2,synthetic_proxy
Kalutara,Tomato,Maha,2019,45.8,36.2,synthetic_proxy
Kandy,Tomato,Maha,2019,96.2,97.3,synthetic_proxy
Kegalle,Tomato,Maha,2019,49.5,56.9,synthetic_proxy
Kilinochchi,Tomato,Maha,2019,36.0,31.3,synthetic_proxy
Kurunegala,Tomato,Maha,2019,172.7,179.7,synthetic_proxy
Mannar,Tomato,Maha,2019,43.2,38.4,synthetic_proxy
Matale,Tomato,Maha,2019,114.0,104.8,synthetic_proxy
Matara,Tomato,Maha,2019,81.6,96.1,synthetic_proxy
Monaragala,Tomato,Maha,2019,78.7,73.6,synthetic_proxy
Mullaitivu,Tomato,Maha,2019,36.3,38.4,synthetic_proxy
Nuwara Eliya,Tomato,Maha,2019,131.2,101.8,synthetic_proxy
Polonnaruwa,Tomato,Maha,2019,44.4,54.3,synthetic_proxy
Puttalam,Tomato,Maha,2019,63.4,68.0,synthetic_proxy
Ratnapura,Tomato,Maha,2019,120.6,118.0,synthetic_proxy
Trincomalee,Tomato,Maha,2019,37.2,39.8,synthetic_proxy
Vavuniya,Tomato,Maha,2019,41.2,34.2,synthetic_proxy
Ampara,Tomato,Yala,2019,113.5,129.6,synthetic_proxy
Anuradhapura,Tomato,Yala,2019,105.3,101.2,synthetic_proxy
Badulla,Tomato,Yala,2019,267.6,261.0,synthetic_proxy
Batticaloa,Tomato,Yala,2019,50.0,47.1,synthetic_proxy
Colombo,Tomato,Yala,2019,248.9,231.6,synthetic_proxy
Galle,Tomato,Yala,2019,59.3,64.2,synthetic_proxy
Gampaha,Tomato,Yala,2019,99.7,102.7,synthetic_proxy
Hambantota,Tomato,Yala,2019,200.4,216.1,synthetic_proxy
Jaffna,Tomato,Yala,2019,81.2,81.1,synthetic_proxy
Kalutara,Tomato,Yala,2019,59.6,63.3,synthetic_proxy
Kandy,Tomato,Yala,2019,125.1,118.8,synthetic_proxy
Kegalle,Tomato,Yala,2019,64.4,81.6,synthetic_proxy
Kilinochchi,Tomato,Yala,2019,46.9,38.1,synthetic_proxy
Kurunegala,Tomato,Yala,2019,224.7,258.7,synthetic_proxy
Mannar,Tomato,Yala,2019,56.1,65.4,synthetic_proxy
Matale,Tomato,Yala,2019,148.3,133.1,synthetic_proxy
Matara,Tomato,Yala,2019,106.2,134.6,synthetic_proxy
Monaragala,Tomato,Yala,2019,102.4,114.6,synthetic_proxy
Mullaitivu,Tomato,Yala,2019,47.3,52.8,synthetic_proxy
Nuwara Eliya,Tomato,Yala,2019,170.7,171.2,synthetic_proxy
Polonnaruwa,Tomato,Yala,2019,57.8,56.3,synthetic_proxy
Puttalam,Tomato,Yala,2019,82.4,80.4,synthetic_proxy
Ratnapura,Tomato,Yala,2019,156.9,164.3,synthetic_proxy
Trincomalee,Tomato,Yala,2019,48.4,56.5,synthetic_proxy
Vavuniya,Tomato,Yala,2019,53.6,54.8,synthetic_proxy
Ampara,Tomato,Maha,2020,81.8,72.8,synthetic_proxy
Anuradhapura,Tomato,Maha,2020,75.8,83.3,synthetic_proxy
Badulla,Tomato,Maha,2020,192.7,214.0,synthetic_proxy
Batticaloa,Tomato,Maha,2020,36.0,38.9,synthetic_proxy
Colombo,Tomato,Maha,2020,179.3,195.3,synthetic_proxy
Galle,Tomato,Maha,2020,42.7,41.3,synthetic_proxy
Gampaha,Tomato,Maha,2020,71.8,63.8,synthetic_proxy
Hambantota,Tomato,Maha,2020,144.3,129.3,synthetic_proxy
Jaffna,Tomato,Maha,2020,58.5,47.0,synthetic_proxy
Kalutara,Tomato,Maha,2020,42.9,44.2,synthetic_proxy
Kandy,Tomato,Maha,2020,90.1,89.2,synthetic_proxy
Kegalle,Tomato,Maha,2020,46.4,43.9,synthetic_proxy
Kilinochchi,Tomato,Maha,2020,33.8,21.8,synthetic_proxy
Kurunegala,Tomato,Maha,2020,161.8,137.6,synthetic_proxy
Mannar,Tomato,Maha,2020,40.4,45.9,synthetic_proxy
Matale,Tomato,Maha,2020,106.8,98.3,synthetic_proxy
Matara,Tomato,Maha,2020,76.5,79.8,synthetic_proxy
Monaragala,Tomato,Maha,2020,73.8,61.4,synthetic_proxy
Mullaitivu,Tomato,Maha,2020,34.1,39.9,synthetic_proxy
Nuwara Eliya,Tomato,Maha,2020,122.9,120.8,synthetic_proxy
Polonnaruwa,Tomato,Maha,2020,41.6,43.1,synthetic_proxy
Puttalam,Tomato,Maha,2020,59.4,75.9,synthetic_proxy
Ratnapura,Tomato,Maha,2020,113.0,133.6,synthetic_proxy
Trincomalee,Tomato,Maha,2020,34.9,33.6,synthetic_proxy
Vavuniya,Tomato,Maha,2020,38.6,35.9,synthetic_proxy
Ampara,Tomato,Yala,2020,97.1,93.3,synthetic_proxy
Anuradhapura,Tomato,Yala,2020,90.1,95.6,synthetic_proxy
Badulla,Tomato,Yala,2020,229.0,226.1,synthetic_proxy
Batticaloa,Tomato,Yala,2020,42.8,40.8,synthetic_proxy
Colombo,Tomato,Yala,2020,213.0,250.5,synthetic_proxy
Galle,Tomato,Yala,2020,50.7,50.1,synthetic_proxy
Gampaha,Tomato,Yala,2020,85.3,108.8,synthetic_proxy
Hambantota,Tomato,Yala,2020,171.5,173.4,synthetic_proxy
Jaffna,Tomato,Yala,2020,69.5,84.4,synthetic_proxy
Kalutara,Tomato,Yala,2020,51.0,53.2,synthetic_proxy
Kandy,Tomato,Yala,2020,107.1,119.4,synthetic_proxy
Kegalle,Tomato,Yala,2020,55.1,50.3,synthetic_proxy
Kilinochchi,Tomato,Yala,2020,40.1,36.0,synthetic_proxy
Kurunegala,Tomato,Yala,2020,192.3,202.9,synthetic_proxy
Mannar,Tomato,Yala,2020,48.0,53.7,synthetic_proxy
Matale,Tomato,Yala,2020,126.9,127.5,synthetic_proxy
Matara,Tomato,Yala,2020,90.9,76.8,synthetic_proxy
Monaragala,Tomato,Yala,2020,87.6,73.3,synthetic_proxy
Mullaitivu,Tomato,Yala,2020,40.5,33.5,synthetic_proxy
Nuwara Eliya,Tomato,Yala,2020,146.0,115.1,synthetic_proxy
Polonnaruwa,Tomato,Yala,2020,49.4,50.1,synthetic_proxy
Puttalam,Tomato,Yala,2020,70.5,80.1,synthetic_proxy
Ratnapura,Tomato,Yala,2020,134.3,134.1,synthetic_proxy
Trincomalee,Tomato,Yala,2020,41.4,30.2,synthetic_proxy
Vavuniya,Tomato,Yala,2020,45.9,44.8,synthetic_proxy
Ampara,Tomato,Maha,2021,87.1,85.4,synthetic_proxy
Anuradhapura,Tomato,Maha,2021,80.8,101.1,synthetic_proxy
Badulla,Tomato,Maha,2021,205.3,169.4,synthetic_proxy
Batticaloa,Tomato,Maha,2021,38.4,36.6,synthetic_proxy
Colombo,Tomato,Maha,2021,191.0,230.1,synthetic_proxy
Galle,Tomato,Maha,2021,45.5,48.0,synthetic_proxy
Gampaha,Tomato,Maha,2021,76.5,81.6,synthetic_proxy
Hambantota,Tomato,Maha,2021,153.8,155.9,synthetic_proxy
Jaffna,Tomato,Maha,2021,62.3,64.8,synthetic_proxy
Kalutara,Tomato,Maha,2021,45.7,50.0,synthetic_proxy
Kandy,Tomato,Maha,2021,96.0,86.7,synthetic_proxy
Kegalle,Tomato,Maha,2021,49.4,54.6,synthetic_proxy
Kilinochchi,Tomato,Maha,2021,36.0,30.0,synthetic_proxy
Kurunegala,Tomato,Maha,2021,172.4,179.2,synthetic_proxy
Mannar,Tomato,Maha,2021,43.1,44.0,synthetic_proxy
Matale,Tomato,Maha,2021,113.7,105.3,synthetic_proxy
Matara,Tomato,Maha,2021,81.5,81.2,synthetic_proxy
Monaragala,Tomato,Maha,2021,78.6,72.7,synthetic_proxy
Mullaitivu,Tomato,Maha,2021,36.3,31.6,synthetic_proxy
Nuwara Eliya,Tomato,Maha,2021,130.9,125.4,synthetic_proxy
Polonnaruwa,Tomato,Maha,2021,44.3,38.5,synthetic_proxy
Puttalam,Tomato,Maha,2021,63.2,65.7,synthetic_proxy
Ratnapura,Tomato,Maha,2021,120.4,103.8,synthetic_proxy
Trincomalee,Tomato,Maha,2021,37.1,40.3,synthetic_proxy
Vavuniya,Tomato,Maha,2021,41.1,35.3,synthetic_proxy
Ampara,Tomato,Yala,2021,131.5,122.5,synthetic_proxy
Anuradhapura,Tomato,Yala,2021,121.9,112.8,synthetic_proxy
Badulla,Tomato,Yala,2021,309.9,359.2,synthetic_proxy
Batticaloa,Tomato,Yala,2021,57.9,60.2,synthetic_proxy
Colombo,Tomato,Yala,2021,288.3,281.0,synthetic_proxy
Galle,Tomato,Yala,2021,68.7,72.8,synthetic_proxy
Gampaha,Tomato,Yala,2021,115.4,86.2,synthetic_proxy
Hambantota,Tomato,Yala,2021,232.1,230.9,synthetic_proxy
Jaffna,Tomato,Yala,2021,94.1,116.6,synthetic_proxy
Kalutara,Tomato,Yala,2021,69.0,70.1,synthetic_proxy
Kandy,Tomato,Yala,2021,144.9,146.1,synthetic_proxy
Kegalle,Tomato,Yala,2021,74.6,79.5,synthetic_proxy
Kilinochchi,Tomato,Yala,2021,54.3,60.1,synthetic_proxy
Kurunegala,Tomato,Yala,2021,260.2,197.9,synthetic_proxy
Mannar,Tomato,Yala,2021,65.0,51.9,synthetic_proxy
Matale,Tomato,Yala,2021,171.7,176.1,synthetic_proxy
Matara,Tomato,Yala,2021,123.0,112.4,synthetic_proxy
Monaragala,Tomato,Yala,2021,118.6,137.3,synthetic_proxy
Mullaitivu,Tomato,Yala,2021,54.8,52.7,synthetic_proxy
Nuwara Eliya,Tomato,Yala,2021,197.7,151.8,synthetic_proxy
Polonnaruwa,Tomato,Yala,2021,66.9,56.7,synthetic_proxy
Puttalam,Tomato,Yala,2021,95.5,64.0,synthetic_proxy
Ratnapura,Tomato,Yala,2021,181.7,176.6,synthetic_proxy
Trincomalee,Tomato,Yala,2021,56.1,54.8,synthetic_proxy
Vavuniya,Tomato,Yala,2021,62.1,58.9,synthetic_proxy
Ampara,Tomato,Maha,2022,89.0,100.5,synthetic_proxy
Anuradhapura,Tomato,Maha,2022,82.5,94.4,synthetic_proxy
Badulla,Tomato,Maha,2022,209.8,205.5,synthetic_proxy
Batticaloa,Tomato,Maha,2022,39.2,29.2,synthetic_proxy
Colombo,Tomato,Maha,2022,195.2,209.6,synthetic_proxy
Galle,Tomato,Maha,2022,46.5,49.6,synthetic_proxy
Gampaha,Tomato,Maha,2022,78.1,81.0,synthetic_proxy
Hambantota,Tomato,Maha,2022,157.2,175.7,synthetic_proxy
Jaffna,Tomato,Maha,2022,63.7,54.8,synthetic_proxy
Kalutara,Tomato,Maha,2022,46.7,58.0,synthetic_proxy
Kandy,Tomato,Maha,2022,98.1,86.8,synthetic_proxy
Kegalle,Tomato,Maha,2022,50.5,55.0,synthetic_proxy
Kilinochchi,Tomato,Maha,2022,36.8,29.3,synthetic_proxy
Kurunegala,Tomato,Maha,2022,176.2,156.5,synthetic_proxy
Mannar,Tomato,Maha,2022,44.0,52.0,synthetic_proxy
Matale,Tomato,Maha,2022,116.3,112.6,synthetic_proxy
Matara,Tomato,Maha,2022,83.3,91.6,synthetic_proxy
Monaragala,Tomato,Maha,2022,80.3,82.6,synthetic_proxy
Mullaitivu,Tomato,Maha,2022,37.1,36.6,synthetic_proxy
Nuwara Eliya,Tomato,Maha,2022,133.8,155.7,synthetic_proxy
Polonnaruwa,Tomato,Maha,2022,45.3,44.0,synthetic_proxy
Puttalam,Tomato,Maha,2022,64.6,50.8,synthetic_proxy
Ratnapura,Tomato,Maha,2022,123.0,111.2,synthetic_proxy
Trincomalee,Tomato,Maha,2022,38.0,40.5,synthetic_proxy
Vavuniya,Tomato,Maha,2022,42.0,44.0,synthetic_proxy
Ampara,Tomato,Yala,2022,135.9,110.3,synthetic_proxy
Anuradhapura,Tomato,Yala,2022,126.0,115.0,synthetic_proxy
Badulla,Tomato,Yala,2022,320.3,297.9,synthetic_proxy
Batticaloa,Tomato,Yala,2022,59.9,57.3,synthetic_proxy
Colombo,Tomato,Yala,2022,298.0,248.8,synthetic_proxy
Galle,Tomato,Yala,2022,71.0,65.6,synthetic_proxy
Gampaha,Tomato,Yala,2022,119.3,108.8,synthetic_proxy
Hambantota,Tomato,Yala,2022,239.9,262.1,synthetic_proxy
Jaffna,Tomato,Yala,2022,97.2,106.6,synthetic_proxy
Kalutara,Tomato,Yala,2022,71.3,70.1,synthetic_proxy
Kandy,Tomato,Yala,2022,149.8,142.7,synthetic_proxy
Kegalle,Tomato,Yala,2022,77.1,78.4,synthetic_proxy
Kilinochchi,Tomato,Yala,2022,56.1,50.6,synthetic_proxy
Kurunegala,Tomato,Yala,2022,268.9,231.9,synthetic_proxy
Mannar,Tomato,Yala,2022,67.2,59.6,synthetic_proxy
Matale,Tomato,Yala,2022,177.5,163.9,synthetic_proxy
Matara,Tomato,Yala,2022,127.1,109.3,synthetic_proxy
Monaragala,Tomato,Yala,2022,122.6,125.0,synthetic_proxy
Mullaitivu,Tomato,Yala,2022,56.6,61.5,synthetic_proxy
Nuwara Eliya,Tomato,Yala,2022,204.3,165.4,synthetic_proxy
Polonnaruwa,Tomato,Yala,2022,69.2,69.4,synthetic_proxy
Puttalam,Tomato,Yala,2022,98.7,96.1,synthetic_proxy
Ratnapura,Tomato,Yala,2022,187.8,195.5,synthetic_proxy
Trincomalee,Tomato,Yala,2022,57.9,57.8,synthetic_proxy
Vavuniya,Tomato,Yala,2022,64.2,53.0,synthetic_proxy
Ampara,Tomato,Maha,2023,168.6,143.1,synthetic_proxy
Anuradhapura,Tomato,Maha,2023,156.4,156.9,synthetic_proxy
Badulla,Tomato,Maha,2023,397.5,446.6,synthetic_proxy
Batticaloa,Tomato,Maha,2023,74.3,54.6,synthetic_proxy
Colombo,Tomato,Maha,2023,369.8,385.2,synthetic_proxy
Galle,Tomato,Maha,2023,88.1,100.7,synthetic_proxy
Gampaha,Tomato,Maha,2023,148.1,145.3,synthetic_proxy
Hambantota,Tomato,Maha,2023,297.8,317.4,synthetic_proxy
Jaffna,Tomato,Maha,2023,120.7,110.5,synthetic_proxy
Kalutara,Tomato,Maha,2023,88.6,87.3,synthetic_proxy
Kandy,Tomato,Maha,2023,185.9,149.7,synthetic_proxy
Kegalle,Tomato,Maha,2023,95.7,68.8,synthetic_proxy
Kilinochchi,Tomato,Maha,2023,69.6,77.5,synthetic_proxy
Kurunegala,Tomato,Maha,2023,333.8,294.3,synthetic_proxy
Mannar,Tomato,Maha,2023,83.4,78.9,synthetic_proxy
Matale,Tomato,Maha,2023,220.3,183.6,synthetic_proxy
Matara,Tomato,Maha,2023,157.7,131.1,synthetic_proxy
Monaragala,Tomato,Maha,2023,152.1,149.0,synthetic_proxy
Mullaitivu,Tomato,Maha,2023,70.2,64.1,synthetic_proxy
Nuwara Eliya,Tomato,Maha,2023,253.6,265.1,synthetic_proxy
Polonnaruwa,Tomato,Maha,2023,85.8,90.5,synthetic_proxy
Puttalam,Tomato,Maha,2023,122.5,127.2,synthetic_proxy
Ratnapura,Tomato,Maha,2023,233.1,239.8,synthetic_proxy
